record_id,docket_entry,attachment_number,filed_date_iso,filed_date_display,docket_description,document_label,document_type,file_name,public_access_status,page_count_exact,pacer_billable_pages_estimate,page_count_note,size_bytes,sha256,sha1,md5,pdf_encrypted,pdf_title,pdf_author,pdf_subject,pdf_creator,pdf_producer,pdf_creation_date,pdf_modified_date,best_available_pdf_url,recap_pdf_url,internet_archive_url,courtlistener_document_url,pacer_pdf_url,pacer_price_display,pacer_price_usd,source_docket_url
0166,166,0,2026-02-17,"Feb 17, 2026","Substitution of Attorney - Attorney ANDREW DELANEY terminated. Attorney PATRICK MICHAEL KUHLMANN for United States of America added.. (KUHLMANN, PATRICK) (Entered: 02/17/2026)",Main Document,Substitution of Attorney,0166. (02-17-2026) Substitution of Attorney - Attorney ANDREW DELANEY terminated. Attorney PATRICK MICHAEL KUHLMANN for.pdf,PACER_LINK_AVAILABLE,2,,Exact local PDF page count.,87435,add3bca1f9484d9ea55d9c01a628298fffd6865dd5c36a6d3ae5ebf92b2e37df,821e12d79e92fb738038d1a931cec2de73ff8f12,756d613d8c6b9dcb6848f4fa8d27d243,False,Microsoft Word - 2026.02.13.Apple.Litigation.Notice.Substitution.docx,"Kuhlmann, Patrick",,,"Microsoft: Print To PDF; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260217091545-05'00',D:20260217135602-05'00',https://ecf.njd.uscourts.gov/doc1/119023590954?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023590954?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0167,167,0,2026-02-23,"Feb 23, 2026","MDL TEXT ORDER - The in-person case management conference set for March 19, 2026 before Magistrate Judge Leda D. Wettre is rescheduled to March 18, 2026 at 10:00 a.m. in Newark-Courtroom 3C. Kindly mark your calendar accordingly. So Ordered by Magistrate Judge Leda D. Wettre on 2/23/2026. (rn) (Entered: 02/23/2026)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0168,168,0,2026-03-02,"Mar 2, 2026","NOTICE of Appearance by LAURA MUMMERT on behalf of IRA POLLY (MUMMERT, LAURA) (Entered: 03/02/2026)",Main Document,Notice of Appearance,0168. (03-02-2026) NOTICE of Appearance by LAURA MUMMERT on behalf of IRA POLLY.pdf,PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,122393,19f5bb1d8f5f0180925b7cd89e1bd0157e95784bfe54e846a9e9e8c5f89d6503,3cefa3da449e2c66c9ddf9e077a89570a19b0c9d,d5d7200f3c9ce44953aac18f02888ab0,False,Microsoft Word - 2026-03-02 NOA for LM(1085158.1),ep,,PScript5.dll Version 5.2.2,"Acrobat Distiller 25.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260302121157-05'00',D:20260302121521-05'00',https://ecf.njd.uscourts.gov/doc1/119023638542?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023638542?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0169,169,0,2026-03-02,"Mar 2, 2026","Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J. re: joint status letter. (WALSH, LIZA) (Entered: 03/02/2026)",Main Document,Letter,"0169. (03-02-2026) Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J. re- joint status letter.pdf",FREE_RECAP_PDF_AVAILABLE,8,8,Exact local PDF page count.,305936,b23e37fcb939b5d8bc4a97b8f18d7ea24a41bd2e5e094f818806b80d333b7ead,52e6d327b7083cc1ae316ccc9353a5003acfbcdc,7a68688b6e493561b3a7ab0fd79d7b07,False,,Lauren Malakoff,,Acrobat PDFMaker 25 for Word,"Adobe PDF Library 25.1.231; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260302215549-05'00',D:20260302221656-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.169.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.169.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.169.0.pdf,https://www.courtlistener.com/docket/68869775/169/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119023642407?caseid=550383,$0.80,0.80,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0170,170,0,2026-03-04,"Mar 4, 2026","NOTICE of Voluntary Dismissal by KEVIN MELKOWSKI (MATHEWS, TIMOTHY) (Entered: 03/04/2026)",Main Document,Notice of Voluntary Dismissal (aty),0170. (03-04-2026) NOTICE of Voluntary Dismissal by KEVIN MELKOWSKI.pdf,PACER_LINK_AVAILABLE,2,,Exact local PDF page count.,26026,1f74bf40ca577f77ef105a91d05b62af88da805a88d77acd3cf46ecb937ac2f8,5f0417d8aa48b216947fbc3ba4d1341d07c3f8ea,ea346810ab8275ea943038266e80b5ba,False,Notice of Voluntary Dismissal  (Haverford\11985\MISCPLD\H0134192.DOCX;1),Juliana Del Pesco,H0134192.,Acrobat PDFMaker 11 for Word,"Adobe PDF Library 11.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260304092259-05'00',D:20260304093044-05'00',https://ecf.njd.uscourts.gov/doc1/119023648897?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023648897?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0171,171,0,2026-03-05,"Mar 5, 2026","Order Granting Notice of Voluntary Dismissal: Kevin Melkowski hereby voluntarily dismisses his claims against defendant Apple, Inc. Signed by Judge Julien Xavier Neals on 3/5/2026. (sms2) (Entered: 03/05/2026)",Main Document,Order,0171. (03-05-2026) Order Granting Notice of Voluntary Dismissal- Kevin Melkowski hereby voluntarily dismisses his claim.pdf,FREE_RECAP_PDF_AVAILABLE,1,1,Exact local PDF page count.,38254,4d98b6c5b85cbb8b5cee8d2bcd3e1aa1c3ead1d15c445932151a389f483c4cba,0eb49dd0dc9870782e67d7f54b6764adc7d02d35,c81343de4f53f8aefcf0cb6fe5bb8a2d,False,,,,RICOH IM C4500,"RICOH IM C4500; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260305160855-05'00',D:20260305162800-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.171.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.171.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.171.0.pdf,https://www.courtlistener.com/docket/68869775/171/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119023658351?caseid=550383,$0.10,0.10,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0172,172,0,2026-03-12,"Mar 12, 2026","MDL TEXT ORDER - Public and media access to listen to the March 18, 2026 case management conference before Magistrate Judge Leda D. Wettre is available by telephone using the following dial-in information: (973) 437-5535, access code 300 663 308#. Persons remotely accessing the conference are reminded of the general prohibition against recording and rebroadcasting court proceedings. So Ordered by Magistrate Judge Leda D. Wettre on 3/12/2026. (rn) (Entered: 03/12/2026)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0173,173,0,2026-03-23,"Mar 23, 2026","NOTICE by APPLE, INC. NOTICE OF APPLE INC.'S EMAIL ADDRESS CHANGE (WALSH, LIZA) (Entered: 03/23/2026)",Main Document,Notice (Other),"0173. (03-23-2026) NOTICE by APPLE, INC. NOTICE OF APPLE INC.S EMAIL ADDRESS CHANGE.pdf",PACER_LINK_AVAILABLE,2,,Exact local PDF page count.,277363,fadb987cd4aa3ea2be25ef7b2c426eb9b5158d0a2eb4c445d610395085e7a9bc,40a5987f4afbf2801a262e7a60ca71b993d0345a,dc9a9f64c063c84cac3f54f5277d8cec,False,Microsoft Word - 2026 03 18 Apple Inc's Notice of Email Address Change,Barbara Troyan,,,"Microsoft: Print To PDF; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260323141433-04'00',D:20260323144737-04'00',https://ecf.njd.uscourts.gov/doc1/119023718694?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023718694?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0174,174,0,2026-04-02,"Apr 2, 2026","MDL TEXT ORDER - The parties are directed to file a joint status letter no later than April 13, 2026 (1) identifying all remaining disputes with respect to the deposition protocol that require resolution, and (2) proposing dates when the parties are available for a remote conference with the undersigned to address those disputes. So Ordered by Magistrate Judge Leda D. Wettre on 4/2/2026. (rn) (Entered: 04/02/2026)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0175,175,0,2026-04-06,"Apr 6, 2026",AMENDED SCHEDULING ORDER. Signed by Magistrate Judge Leda D. Wettre on 4/6/2026. (jjc) (Entered: 04/06/2026),Main Document,Scheduling Order,0175. (04-06-2026) AMENDED SCHEDULING ORDER. Signed by Magistrate Judge Leda D. Wettre on 462026.pdf,FREE_RECAP_PDF_AVAILABLE,3,3,Exact local PDF page count.,172683,f290d308c60573c401a1f687853c9c0479e07a2a5b8bd379df8957b65a260ca8,0dbc4f118d8d457fce29ae4f46016b1655f5408e,f65371b589d9521d5f68ba3ad878203a,False,,,,,"iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20260406104302-04'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.175.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.175.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.175.0.pdf,https://www.courtlistener.com/docket/68869775/175/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119023772575?caseid=550383,$0.30,0.30,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0176,176,0,2026-04-06,"Apr 6, 2026","Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J. requesting leave of Court for Apple to file a Motion for Issuance of a Letter of Request under the Hague Convention. (Attachments: # 1 Exhibit 1)(WALSH, LIZA) (Entered: 04/06/2026)",Main Document,Letter,"0176. (04-06-2026) Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J. requesting leave of Court for Ap.pdf",PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,261878,f7b7be9bb59ef4659e83354689503691697ee69365843228065fadaa5c2408c8,a8a1a10c887bb5c28f6fdbf414ad3494428db56b,e6b09fe8a8aae3f897cf8698a1c95126,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260406214800-04'00',https://ecf.njd.uscourts.gov/doc1/119023777802?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023777802?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0176-001,176,1,2026-04-06,"Apr 6, 2026","Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J. requesting leave of Court for Apple to file a Motion for Issuance of a Letter of Request under the Hague Convention. (Attachments: # 1 Exhibit 1)(WALSH, LIZA) (Entered: 04/06/2026)",Attachment 1,Exhibit 1,0176-001. (04-06-2026) (Exhibit 1).pdf,PACER_LINK_AVAILABLE,778,>=30,Exact local PDF page count.,31978687,782daa17b380f0c6a60f79e950a1d9a36adf52d67fc4bc5cabbca349b2cd83d8,ce007d1b3af5ed512458a9eb38060fdf529e5997,1904e39f6e116f8ed52aa6646c5beb1b,False,,Barbara Troyan,,Aspose Pty Ltd.,"Adobe Acrobat (64-bit) 26.1.21367; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260406213333-04'00',D:20260406214815-04'00',https://ecf.njd.uscourts.gov/doc1/119023777803?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023777803?caseid=550383,$3.00,3.00,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0177,177,0,2026-04-07,"Apr 7, 2026",LETTER ORDER granting 176 request for leave of Court to file a Motion for Issuance of a Letter of Request under the Hague Convention on or before 4/14/2026. Signed by Magistrate Judge Leda D. Wettre on 4/7/2026. (sks) (Entered: 04/07/2026),Main Document,Order,0177. (04-07-2026) LETTER ORDER granting 176 request for leave of Court to file a Motion for Issuance of a Letter of Re.pdf,PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,172631,1e5089a52230807cb9d61073a48852fe8bc95af195d909cfd98bf4343277217b,3a72fa32e2c542af542b64078afa623da47d83a3,279174307d90f7d462a071892923edc0,False,,,,,"iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20260407160352-04'00',https://ecf.njd.uscourts.gov/doc1/119023782124?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023782124?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178,178,0,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Main Document,Letters Rogatory,"0178. (04-07-2026) MOTION for Issuance of Letters Rogatory by APPLE, INC.pdf",PACER_LINK_AVAILABLE,4,,Exact local PDF page count.,200936,e74635c376d34e21be969c2a37dd19c764fc7c5aaccb34550ab2ad37e6c6d43e,39983999aac7c745abc6b9f66908a0788acf93ef,fd1ce3539b38db47fd1fbe569c33a5fc,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203409-04'00',https://ecf.njd.uscourts.gov/doc1/119023783642?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783642?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-001,178,1,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 1,Memorandum of Law,0178-001. (04-07-2026) Memorandum of Law.pdf,PACER_LINK_AVAILABLE,24,24,Exact local PDF page count.,388087,477cfb412a58825678a10d43242ba0ce50ce01f86c5b57222fd3c8d32e74f71e,ac53f05845de9019ed087ba56671679f1837c70a,c59a95333605c37b2fe0f15f37083859,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203436-04'00',https://ecf.njd.uscourts.gov/doc1/119023783643?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783643?caseid=550383,$2.40,2.40,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-002,178,2,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 2,Declaration of Julian Kleinbrodt,0178-002. (04-07-2026) Declaration of Julian Kleinbrodt.pdf,PACER_LINK_AVAILABLE,3,3,Exact local PDF page count.,217972,7fe0c87fcbc900513366cc91c588b8ed935762e67e7184da932f0f729034e295,5f1922486c542df5492f8e7453c60fe02bdcc84c,0ba9f22c8b1103acd0803d31e8a456b6,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203454-04'00',https://ecf.njd.uscourts.gov/doc1/119023783644?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783644?caseid=550383,$0.30,0.30,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-003,178,3,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 3,Exhibit A,0178-003. (04-07-2026) Exhibit A.pdf,PACER_LINK_AVAILABLE,11,11,Exact local PDF page count.,583764,5c587b522820e7f06e807594d17f842f2e9759d7e5716f16e7f27b52643b4066,fc37f015438a77f68f8461c8bbb3f1b288d4b627,2fb1076a7caa4d525246e0aab4e02e49,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203553-04'00',https://ecf.njd.uscourts.gov/doc1/119023783645?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783645?caseid=550383,$1.10,1.10,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-004,178,4,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 4,Exhibit B,0178-004. (04-07-2026) Exhibit B.pdf,PACER_LINK_AVAILABLE,631,>=30,Exact local PDF page count.,30817089,1c61c94b13158f936c9ee3f8372401f36d56c32406aa6de847c5e6c7ff86fe94,7e980fc7416e6108a690153d0bba6d99957269f0,0f435e1830782d00b3d22327e7dcf6f7,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203644-04'00',https://ecf.njd.uscourts.gov/doc1/119023783646?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783646?caseid=550383,$3.00,3.00,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-005,178,5,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 5,Exhibit C,0178-005. (04-07-2026) Exhibit C.pdf,PACER_LINK_AVAILABLE,102,>=30,Exact local PDF page count.,679205,1e04d4ec03e56ac43401c151a6ca5007ae09dc5e28f8e8f4d6b3c3050de965c8,6af52209e2ca7e286e8370272ad25324c9d98435,6a64c9a2b799d71f83791f5d871e66b8,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203826-04'00',https://ecf.njd.uscourts.gov/doc1/119023783647?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783647?caseid=550383,$3.00,3.00,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0178-006,178,6,2026-04-07,"Apr 7, 2026","MOTION for Issuance of Letters Rogatory by APPLE, INC.. (Attachments: # 1 Memorandum of Law, # 2 Declaration of Julian Kleinbrodt, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order)(WALSH, LIZA) (Entered: 04/07/2026)",Attachment 6,Text of Proposed Order,0178-006. (04-07-2026) (Text of Proposed Order).pdf,PACER_LINK_AVAILABLE,2,2,Exact local PDF page count.,160410,ed5957bba5e1f51dd451e592253d4d8b783e910e65f00d4041dcd51fffc055fc,29d1d2733b481f4d37a32a8472a6b26219a74681,9e428da71b7f5a2db29e95cec28922b8,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.6.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:19000101000000-07'00',D:20260407203932-04'00',https://ecf.njd.uscourts.gov/doc1/119023783648?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023783648?caseid=550383,$0.20,0.20,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0179,179,0,2026-04-13,"Apr 13, 2026","Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J., re Joint Letter re 174 Text Order,. (WALSH, LIZA) (Entered: 04/13/2026)",Main Document,Letter,"0179. (04-13-2026) Letter from Liza M. Walsh to the Honorable Leda D. Wettre, U.S.M.J., re Joint Letter re 174 Text Ord.pdf",PACER_LINK_AVAILABLE,17,,Exact local PDF page count.,378305,924851001d16a471742e883e586d846fb0e2d7babcf1922a1f840cf482bee975,2c848cf0c4b45710a34f25884a04813e3e500792,b256412eb604fc512e392bdd39f28124,False,,Lauren Malakoff,,Acrobat PDFMaker 26 for Word,"Adobe PDF Library 26.1.163; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260413233419-04'00',D:20260413234710-04'00',https://ecf.njd.uscourts.gov/doc1/119023804621?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023804621?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0180,180,0,2026-04-20,"Apr 20, 2026","Cross MOTION for Issuance of Letters Rogatory by JOSEPH GIAMANCO. (Attachments: # 1 Brief Memorandum of Law in Support of Cross-Motion, # 2 Declaration Declaration of Kayvon M. Ghayoumi, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order Proposed Order)(CURTIN, THOMAS) (Entered: 04/20/2026)",Main Document,Letters Rogatory,0180. (04-20-2026) Cross MOTION for Issuance of Letters Rogatory by JOSEPH GIAMANCO.pdf,PACER_LINK_AVAILABLE,4,,Exact local PDF page count.,123369,3c015d7cb454a43d57e3100f465c0354cfa9ee730790dfdf4a5ffe4b0236082d,a70d368c200004ded3c164674e3f72d452c72c01,85c19f4e61464ec8e916ca85d6f26dda,False,,,,PScript5.dll Version 5.2.2,"Acrobat Distiller 26.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260420193526-05'00',D:20260420223943-04'00',https://ecf.njd.uscourts.gov/doc1/119023831020?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023831020?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0180-001,180,1,2026-04-20,"Apr 20, 2026","Cross MOTION for Issuance of Letters Rogatory by JOSEPH GIAMANCO. (Attachments: # 1 Brief Memorandum of Law in Support of Cross-Motion, # 2 Declaration Declaration of Kayvon M. Ghayoumi, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order Proposed Order)(CURTIN, THOMAS) (Entered: 04/20/2026)",Attachment 1,Brief Memorandum of Law in Support of Cross-Motion,0180-001. (04-20-2026) Brief Memorandum of Law in Support of Cross-Motion.pdf,PACER_LINK_AVAILABLE,19,19,Exact local PDF page count.,232194,5b9ec69c3401184abdd821e403d598a0aee945cbdce6e8346cac6305816cc389,e779c30166859f50a6eb6032409a1fa6e78fcdee,c6348fe8a55ef9e76596dbc8bfe1ba3a,False,,,,PScript5.dll Version 5.2.2,"Acrobat Distiller 26.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260420202137-05'00',D:20260420224031-04'00',https://ecf.njd.uscourts.gov/doc1/119023831021?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023831021?caseid=550383,$1.90,1.90,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0180-002,180,2,2026-04-20,"Apr 20, 2026","Cross MOTION for Issuance of Letters Rogatory by JOSEPH GIAMANCO. (Attachments: # 1 Brief Memorandum of Law in Support of Cross-Motion, # 2 Declaration Declaration of Kayvon M. Ghayoumi, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order Proposed Order)(CURTIN, THOMAS) (Entered: 04/20/2026)",Attachment 2,Declaration Declaration of Kayvon M. Ghayoumi,0180-002. (04-20-2026) Declaration Declaration of Kayvon M. Ghayoumi.pdf,PACER_LINK_AVAILABLE,2,2,Exact local PDF page count.,128188,0eb6713e4fa8cb57ffb3c667d5bc9676e44ca3b92199ff926e514b4bda6d5ef3,c45f5b28f9656148346041f427baef3c16fad6a4,9925ab175b1f9e6298b7bf22c0072054,False,,,,PScript5.dll Version 5.2.2,"Acrobat Distiller 26.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260420195923-05'00',D:20260420224050-04'00',https://ecf.njd.uscourts.gov/doc1/119023831022?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023831022?caseid=550383,$0.20,0.20,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0180-003,180,3,2026-04-20,"Apr 20, 2026","Cross MOTION for Issuance of Letters Rogatory by JOSEPH GIAMANCO. (Attachments: # 1 Brief Memorandum of Law in Support of Cross-Motion, # 2 Declaration Declaration of Kayvon M. Ghayoumi, # 3 Exhibit A, # 4 Exhibit B, # 5 Exhibit C, # 6 Text of Proposed Order Proposed Order)(CURTIN, THOMAS) (Entered: 04/20/2026)",Attachment 3,Exhibit A,0180-003. (04-20-2026) Exhibit A.pdf,PACER_LINK_AVAILABLE,7,7,Exact local PDF page count.,263708,242e9a99ea957d34f14826f25768dc2091427e0b30f2efd6490f25dc79582cc2,01f26edec70a882110cdc86605b0dbccffc0a42a,4f30f6584ff2e77f845d35d196d5f619,False,,,,Adobe Acrobat (64-bit) 26.1.21431,"Acrobat Distiller 26.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20260420195643-05'00',D:20260420224110-04'00',https://ecf.njd.uscourts.gov/doc1/119023831023?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119023831023?caseid=550383,$0.70,0.70,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
